?item	?term	?constituency	?party	?start	?election	?end	?cause
Q19883025	Q21084473	Q3302325	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883053	Q21084473	Q3336217	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883087	Q21084473	Q3336133	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883117	Q21084473	Q3343077	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883124	Q21084473	Q874607	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883129	Q21084473	Q1031884	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883132	Q21084473	Q1032569	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883135	Q21084473	Q3301764	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883145	Q21084473	Q1050788	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883152	Q21084473	Q1053415	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883251	Q21084473	Q3231723	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883283	Q21084473	Q751285	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19883288	Q21084473	Q1070130	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q19917814	Q21084473	Q581792	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19930597	Q21084473	Q3336228	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19938322	Q21084473	Q1077545	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19938362	Q21084473	Q3336909	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19946187	Q21084473	Q1075944	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19956787	Q21084473	Q988848	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19956815	Q21084473	Q1070328	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19956858	Q21084473	Q3239188	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957124	Q21084473	Q988954	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957144	Q21084473	Q3133970	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957188	Q21084473	Q3137827	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957299	Q21084473	Q1077422	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957303	Q21084473	Q873520	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957306	Q21084473	Q3337598	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957580	Q21084473	Q988556	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957586	Q21084473	Q1080341	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957590	Q21084473	Q1072635	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957769	Q21084473	Q1080418	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957790	Q21084473	Q1075422	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957802	Q21084473	Q597358	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957811	Q21084473	Q988740	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957887	Q21084473	Q874714	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957945	Q21084473	Q1070064	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957949	Q21084473	Q767602	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957992	Q21084473	Q1031720	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19957996	Q21084473	Q987884	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19958023	Q21084473	Q1031745	Q9630	2015-05-08	Q3586935	2016-02-04	Q5247364
Q19958026	Q21084473	Q988081	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19958052	Q21084473	Q874666	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19958093	Q21084473	Q1032537	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19958100	Q21084473	Q987899	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q19958134	Q21084473	Q3137808	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19979355	Q21084473	Q1031863	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q19979409	Q21084473	Q1077778	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20011564	Q21084473	Q3301842	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q20022488	Q21084473	Q1077346	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q20027903	Q21084473	Q1070045	Q10658	2015-05-08	Q3586935	2015-09-29	Q30580660
Q20027903	Q21084473	Q1070045	Q327591	2015-09-29		2017-05-03	Q741182
Q20054075	Q21084473	Q1080445	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20054083	Q21084473	Q989270	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20055561	Q21084473	Q1032035	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20055581	Q21084473	Q1031975	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20113749	Q21084473	Q1077764	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20127903	Q21084473	Q1051416	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20127909	Q21084473	Q1075433	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20127923	Q21084473	Q589328	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q20127929	Q21084473	Q1050631	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20128115	Q21084473	Q3138645	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20128211	Q21084473	Q1072690	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20177497	Q21084473	Q988435	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20195263	Q21084473	Q3134165	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20195397	Q21084473	Q988873	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20195470	Q21084473	Q1051633	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20203414	Q21084473	Q1077391	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647531	Q21084473	Q1077363	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647567	Q21084473	Q989027	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647672	Q21084473	Q1051515	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647673	Q21084473	Q3302172	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647692	Q21084473	Q1032559	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647738	Q21084473	Q3334702	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647740	Q21084473	Q875210	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647800	Q21084473	Q988153	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647819	Q21084473	Q3337458	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647855	Q21084473	Q988001	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647896	Q21084473	Q1053572	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647924	Q21084473	Q1077785	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20647978	Q21084473	Q1077332	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648244	Q21084473	Q1072626	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648325	Q21084473	Q3335964	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648332	Q21084473	Q1053099	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648365	Q21084473	Q3336781	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648372	Q21084473	Q988625	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648385	Q21084473	Q875493	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648420	Q21084473	Q1032098	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648487	Q21084473	Q3231812	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648527	Q21084473	Q988454	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648556	Q21084473	Q3137757	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648564	Q21084473	Q3239124	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648913	Q21084473	Q875434	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q20648982	Q21084473	Q3138658	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20732037	Q21084473	Q3337181	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q20747098	Q21084473	Q3138335	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q216594	Q21084473	Q1070108	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q232639	Q21084473	Q1077561	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q234182	Q21084473	Q3238889	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q24034408	Q21084473	Q1031745	Q9630	2016-05-06	Q23058677	2017-05-03	Q741182
Q24053857	Q21084473	Q1051003	Q9630	2016-05-06	Q23058607	2017-05-03	Q741182
Q24668273	Q21084473	Q875474	Q9630	2016-06-17	Q24083603	2017-05-03	Q741182
Q251095	Q21084473	Q1077816	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q258088	Q21084473	Q1050969	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q258292	Q21084473	Q1031788	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q258473	Q21084473	Q874276	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q258586	Q21084473	Q1072632	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q258963	Q21084473	Q874871	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q259359	Q21084473	Q3336099	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q259361	Q21084473	Q740118	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q259423	Q21084473	Q3134130	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q259601	Q21084473	Q1051300	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q259646	Q21084473	Q988607	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q259707	Q21084473	Q1032152	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q259895	Q21084473	Q1077534	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q259935	Q21084473	Q3335941	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q260013	Q21084473	Q874568	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q260111	Q21084473	Q750841	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q260429	Q21084473	Q874393	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q260489	Q21084473	Q3302470	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q260546	Q21084473	Q1032502	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q260618	Q21084473	Q1072710	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q260631	Q21084473	Q1031931	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q260651	Q21084473	Q3335881	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q260772	Q21084473	Q299976	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q261214	Q21084473	Q1075925	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q261553	Q21084473	Q875285	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q261675	Q21084473	Q1050667	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q261773	Q21084473	Q3138501	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q261900	Q21084473	Q875108	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q262040	Q21084473	Q751620	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q262108	Q21084473	Q1032131	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q262201	Q21084473	Q1031806	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q262409	Q21084473	Q988851	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q262539	Q21084473	Q3231585	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q262616	Q21084473	Q1051572	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q262742	Q21084473	Q1075498	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q262931	Q21084473	Q1053007	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263076	Q21084473	Q613294	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263147	Q21084473	Q1070140	Q464103	2015-05-08	Q3586935	2017-05-03	Q741182
Q263166	Q21084473	Q750810	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263243	Q21084473	Q1053362	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263299	Q21084473	Q3138091	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q263350	Q21084473	Q1031940	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263508	Q21084473	Q1031751	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q263653	Q21084473	Q3337041	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263729	Q21084473	Q3302305	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263802	Q21084473	Q874585	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q263875	Q21084473	Q1077528	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q263923	Q21084473	Q1075483	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q263969	Q21084473	Q1050814	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264072	Q21084473	Q1053429	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q264132	Q21084473	Q1031760	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q264220	Q21084473	Q750956	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q264305	Q21084473	Q1032065	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264337	Q21084473	Q988304	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264365	Q21084473	Q3302028	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264374	Q21084473	Q988730	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264420	Q21084473	Q874946	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264426	Q21084473	Q874686	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264477	Q21084473	Q750906	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264510	Q21084473	Q3133785	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q264560	Q21084473	Q988407	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264585	Q21084473	Q988615	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q264618	Q21084473	Q24768	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q264636	Q21084473	Q3238861	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264662	Q21084473	Q588969	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264684	Q21084473	Q3138034	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264720	Q21084473	Q3238966	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q264766	Q21084473	Q3336813	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264827	Q21084473	Q1070055	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q264964	Q21084473	Q3238943	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q265028	Q21084473	Q1051582	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q265088	Q21084473	Q874300	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q265140	Q21084473	Q1050985	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q265870	Q21084473	Q874463	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q265900	Q21084473	Q1052276	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q265935	Q21084473	Q974748	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q266078	Q21084473	Q3335586	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q266146	Q21084473	Q1032058	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q266189	Q21084473	Q750978	Q10691	2015-05-08	Q3586935	2017-05-03	Q741182
Q266238	Q21084473	Q874123	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q266357	Q21084473	Q1077398	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q266793	Q21084473	Q1077626	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q266905	Q21084473	Q3302128	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q266978	Q21084473	Q875087	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q267105	Q21084473	Q1077463	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q267234	Q21084473	Q1051617	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q267485	Q21084473	Q875011	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q267648	Q21084473	Q875403	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q267930	Q21084473	Q3137734	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q268030	Q21084473	Q873604	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q268196	Q21084473	Q875175	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q268465	Q21084473	Q751629	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q268584	Q21084473	Q3138391	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q269005	Q21084473	Q1072792	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q269124	Q21084473	Q1050931	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q269260	Q21084473	Q988211	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q269322	Q21084473	Q3302105	Q10647	2015-05-08	Q3586935	2017-03-25	Q30580660
Q269322	Q21084473	Q3302105	Q327591	2017-03-25		2017-05-03	Q741182
Q269449	Q21084473	Q988242	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q269638	Q21084473	Q1072896	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q269697	Q21084473	Q1080403	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q269853	Q21084473	Q988843	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q269868	Q21084473	Q3136714	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q269909	Q21084473	Q1080424	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q269925	Q21084473	Q1080625	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q269940	Q21084473	Q3239148	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q269957	Q21084473	Q1077513	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q270009	Q21084473	Q1032489	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q271683	Q21084473	Q3301704	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q271715	Q21084473	Q3334655	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q271800	Q21084473	Q875225	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q271889	Q21084473	Q1031895	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272008	Q21084473	Q1075910	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272041	Q21084473	Q1080299	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q272098	Q21084473	Q3337393	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q272123	Q21084473	Q731571	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q272155	Q21084473	Q650377	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272201	Q21084473	Q988801	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272234	Q21084473	Q3337141	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q272259	Q21084473	Q3137771	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272288	Q21084473	Q1052216	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272318	Q21084473	Q3335863	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
