?item	?term	?constituency	?party	?start	?election	?end	?cause
Q272346	Q21084473	Q3337719	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q272408	Q21084473	Q3138197	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q272452	Q21084473	Q1077371	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q272569	Q21084473	Q750582	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q272643	Q21084473	Q988637	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q272829	Q21084473	Q988601	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q27671735	Q21084473	Q874194	Q9626	2016-10-20	Q27629857	2017-05-03	Q741182
Q27942399	Q21084473	Q1032015	Q9624	2016-12-02	Q28100207	2017-05-03	Q741182
Q27979810	Q21084473	Q989206	Q9626	2016-12-08	Q28404735	2017-05-03	Q741182
Q285183	Q21084473	Q987938	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q285249	Q21084473	Q1077377	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q285975	Q21084473	Q3301684	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q286043	Q21084473	Q988356	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q28834849	Q21084473	Q988288	Q9630	2017-02-24	Q28408404	2017-05-03	Q741182
Q28834855	Q21084473	Q3335605	Q9626	2017-02-24	Q28128615	2017-05-03	Q741182
Q290474	Q21084473	Q1077324	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q290554	Q21084473	Q988194	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q290646	Q21084473	Q1077573	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q290733	Q21084473	Q1050608	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q290855	Q21084473	Q874435	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291057	Q21084473	Q1032235	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291169	Q21084473	Q1077552	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291303	Q21084473	Q875359	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q291393	Q21084473	Q1032412	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q291441	Q21084473	Q3137707	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291470	Q21084473	Q874488	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291502	Q21084473	Q875059	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q291557	Q21084473	Q3239111	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q291591	Q21084473	Q3138569	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291615	Q21084473	Q1113142	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291649	Q21084473	Q988335	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291683	Q21084473	Q3335775	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291785	Q21084473	Q989041	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q291818	Q21084473	Q1032004	Q9630	2015-05-08	Q3586935	2015-12-31	Q35855188
Q291818	Q21084473	Q1032004	Q327591	2015-12-31		2017-05-03	Q741182
Q296716	Q21084473	Q3238808	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q296797	Q21084473	Q1053353	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q296866	Q21084473	Q988068	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q296920	Q21084473	Q1053339	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q300004	Q21084473	Q1031659	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q300023	Q21084473	Q3337409	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q300049	Q21084473	Q751043	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q300107	Q21084473	Q3301998	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q300142	Q21084473	Q3336990	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q300243	Q21084473	Q751580	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q300269	Q21084473	Q751745	Q76382	2015-05-08	Q3586935	2017-05-03	Q741182
Q300292	Q21084473	Q751651	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q300368	Q21084473	Q3336117	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q302036	Q21084473	Q987872	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q302187	Q21084473	Q988587	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q302244	Q21084473	Q1080358	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q302309	Q21084473	Q1031965	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q302363	Q21084473	Q3133832	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q302417	Q21084473	Q1031877	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q302486	Q21084473	Q1077612	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q302546	Q21084473	Q3336884	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q302620	Q21084473	Q751642	Q175443	2015-05-08	Q3586935	2017-05-03	Q741182
Q302763	Q21084473	Q875135	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q302815	Q21084473	Q3301627	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q302892	Q21084473	Q1077385	Q10691	2015-05-08	Q3586935	2017-05-03	Q741182
Q302939	Q21084473	Q1113118	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q303011	Q21084473	Q988171	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q303085	Q21084473	Q1051537	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303157	Q21084473	Q3133916	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303253	Q21084473	Q3336139	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q303299	Q21084473	Q1080634	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303351	Q21084473	Q1070334	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303411	Q21084473	Q1032512	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q303465	Q21084473	Q1031797	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q303510	Q21084473	Q3238907	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303577	Q21084473	Q1077338	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q303639	Q21084473	Q874700	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303814	Q21084473	Q1032052	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q303883	Q21084473	Q588875	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q304027	Q21084473	Q1080391	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q304095	Q21084473	Q1031768	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q304172	Q21084473	Q1052362	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q304251	Q21084473	Q874372	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q304388	Q21084473	Q1080413	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q304450	Q21084473	Q3235346	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q306169	Q21084473	Q1032451	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q306250	Q21084473	Q1032459	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q327716	Q21084473	Q1080518	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q327823	Q21084473	Q1053043	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q328608	Q21084473	Q589079	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q328641	Q21084473	Q3134150	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q328682	Q21084473	Q1080287	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q328737	Q21084473	Q3137325	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q328769	Q21084473	Q3239015	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q328791	Q21084473	Q988814	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q328892	Q21084473	Q1050693	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q328953	Q21084473	Q1053383	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q332336	Q21084473	Q1080435	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q332374	Q21084473	Q1052235	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q332493	Q21084473	Q988027	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q332954	Q21084473	Q3336696	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q332979	Q21084473	Q874319	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q332987	Q21084473	Q988509	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q332994	Q21084473	Q586563	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333012	Q21084473	Q751381	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333261	Q21084473	Q988127	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333267	Q21084473	Q3138528	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333283	Q21084473	Q751016	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333480	Q21084473	Q874545	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333493	Q21084473	Q3137868	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333520	Q21084473	Q3336059	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333533	Q21084473	Q988793	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333670	Q21084473	Q1077631	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q333680	Q21084473	Q1051488	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333714	Q21084473	Q987857	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333846	Q21084473	Q874153	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333852	Q21084473	Q1075935	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q333937	Q21084473	Q988166	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q334155	Q21084473	Q875474	Q9630	2015-05-08	Q3586935	2016-05-09	Q796919
Q334261	Q21084473	Q1080350	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q334296	Q21084473	Q1050889	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q334339	Q21084473	Q3337330	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q337453	Q21084473	Q3337484	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q337568	Q21084473	Q3138122	Q9624	2015-05-08	Q3586935	2017-05-03	Q741182
Q3377178	Q21084473	Q290823	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q337720	Q21084473	Q3133856	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q337812	Q21084473	Q1075452	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q3409354	Q21084473	Q3134218	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q3409441	Q21084473	Q988942	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q3411409	Q21084473	Q1052385	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q3412180	Q21084473	Q1077439	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q341511	Q21084473	Q1032319	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q341538	Q21084473	Q3238953	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q341570	Q21084473	Q1050733	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q373047	Q21084473	Q3301796	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q389189	Q21084473	Q1031709	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q389677	Q21084473	Q874986	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q389855	Q21084473	Q3231619	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q390192	Q21084473	Q373667	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q390549	Q21084473	Q988262	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q390611	Q21084473	Q1052327	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q390690	Q21084473	Q1032468	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q390756	Q21084473	Q1080368	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q390760	Q21084473	Q3137641	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q390794	Q21084473	Q989226	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q390849	Q21084473	Q3335844	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q390869	Q21084473	Q1032138	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q390949	Q21084473	Q1050711	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q390983	Q21084473	Q1053541	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391008	Q21084473	Q1077620	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391073	Q21084473	Q1032329	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391094	Q21084473	Q1051661	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391141	Q21084473	Q1077519	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q391169	Q21084473	Q1077540	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391222	Q21084473	Q750781	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391256	Q21084473	Q988809	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391300	Q21084473	Q3137665	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391341	Q21084473	Q3337375	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391437	Q21084473	Q3137680	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391442	Q21084473	Q1051601	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391465	Q21084473	Q1031840	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391483	Q21084473	Q736909	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391520	Q21084473	Q1080378	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391526	Q21084473	Q280886	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391562	Q21084473	Q1032015	Q9626	2015-05-08	Q3586935	2016-10-25	Q796919
Q391605	Q21084473	Q1072667	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q391644	Q21084473	Q1031819	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391652	Q21084473	Q3137980	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391756	Q21084473	Q1080484	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391792	Q21084473	Q1080493	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391839	Q21084473	Q1051556	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391960	Q21084473	Q751068	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q391986	Q21084473	Q988219	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q392000	Q21084473	Q751737	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q392064	Q21084473	Q1051246	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q392101	Q21084473	Q3138076	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q392149	Q21084473	Q3235146	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q392174	Q21084473	Q1072645	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q392216	Q21084473	Q3231747	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q392241	Q21084473	Q1051435	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q392367	Q21084473	Q3336848	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q392375	Q21084473	Q3337305	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q393751	Q21084473	Q3302198	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q4761018	Q21084473	Q1053438	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q477464	Q21084473	Q1080409	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q4775602	Q21084473	Q3337569	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478161	Q21084473	Q874416	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478227	Q21084473	Q3239170	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478248	Q21084473	Q1077406	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q478276	Q21084473	Q1080510	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478291	Q21084473	Q11003	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478305	Q21084473	Q3238981	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478345	Q21084473	Q1077431	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478387	Q21084473	Q1077590	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q478442	Q21084473	Q1031869	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478531	Q21084473	Q1032106	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478596	Q21084473	Q874643	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478686	Q21084473	Q988966	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478702	Q21084473	Q751724	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q478711	Q21084473	Q1052307	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q478714	Q21084473	Q988826	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q479064	Q21084473	Q3336829	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q479171	Q21084473	Q3337224	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q480068	Q21084473	Q1077802	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q480092	Q21084473	Q1031958	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q480132	Q21084473	Q3335749	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q480148	Q21084473	Q987959	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q480184	Q21084473	Q1053311	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q5004338	Q21084473	Q1077357	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q501860	Q21084473	Q751715	Q175443	2015-05-08	Q3586935	2017-05-03	Q741182
Q501926	Q21084473	Q988399	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q501942	Q21084473	Q874095	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q5022974	Q21084473	Q299997	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q5162256	Q21084473	Q988533	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q5181182	Q21084473	Q988835	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q5220520	Q21084473	Q751699	Q841045	2015-05-08	Q3586935	2017-05-03	Q741182
Q5240825	Q21084473	Q989017	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q5242429	Q21084473	Q3137848	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q5307191	Q21084473	Q3302442	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q534727	Q21084473	Q875261	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q5479812	Q21084473	Q751660	Q76382	2015-05-08	Q3586935	2017-05-03	Q741182
Q5528262	Q21084473	Q751562	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q5541308	Q21084473	Q3138472	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q574896	Q21084473	Q1075428	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q574980	Q21084473	Q1052293	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q574991	Q21084473	Q3335605	Q9630	2015-05-08	Q3586935	2017-01-23	Q796919
Q575183	Q21084473	Q987915	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575205	Q21084473	Q3302256	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575239	Q21084473	Q3239055	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575266	Q21084473	Q988057	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575337	Q21084473	Q3138221	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q575441	Q21084473	Q989206	Q9626	2015-05-08	Q3586935	2016-11-04	Q796919
Q575452	Q21084473	Q1080502	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575462	Q21084473	Q1077473	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q575493	Q21084473	Q3137917	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575513	Q21084473	Q874356	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575593	Q21084473	Q3337168	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575669	Q21084473	Q1077754	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q575693	Q21084473	Q1031923	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575733	Q21084473	Q874215	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q575881	Q21084473	Q751685	Q215519	2015-05-08	Q3586935	2017-05-03	Q741182
Q576121	Q21084473	Q750661	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q576195	Q21084473	Q1072703	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q576208	Q21084473	Q1052935	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q576537	Q21084473	Q3337106	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q576890	Q21084473	Q3238753	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q577024	Q21084473	Q3302232	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q577227	Q21084473	Q988477	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q577362	Q21084473	Q875246	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q577771	Q21084473	Q1113129	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q578037	Q21084473	Q874340	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q578234	Q21084473	Q988746	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q578272	Q21084473	Q988977	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q578432	Q21084473	Q1070093	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q579661	Q21084473	Q874959	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580086	Q21084473	Q3138259	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580215	Q21084473	Q611841	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q580247	Q21084473	Q1053298	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580321	Q21084473	Q1032224	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580375	Q21084473	Q1077598	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580431	Q21084473	Q1052345	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q580464	Q21084473	Q1032443	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580784	Q21084473	Q1087870	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q580847	Q21084473	Q750643	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q581095	Q21084473	Q1070148	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q583571	Q21084473	Q751599	Q175443	2015-05-08	Q3586935	2017-05-03	Q741182
Q583750	Q21084473	Q1077771	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q583906	Q21084473	Q3301660	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q583946	Q21084473	Q3336746	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q583993	Q21084473	Q1050950	Q9630	2015-05-08	Q3586935	2015-10-20	Q5247364
Q584156	Q21084473	Q988387	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q6131460	Q21084473	Q1072715	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q615077	Q21084473	Q874623	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q6205412	Q21084473	Q1077497	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q6383803	Q21084473	Q3337060	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q6417459	Q21084473	Q1051591	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q6698469	Q21084473	Q1070072	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q673322	Q21084473	Q1075915	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q673525	Q21084473	Q1031352	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q673628	Q21084473	Q730581	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q673854	Q21084473	Q1072775	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q676383	Q21084473	Q751693	Q327591	2015-05-08	Q3586935	2017-05-03	Q741182
Q676658	Q21084473	Q1113086	Q6467393	2015-05-08	Q3586935	2017-05-03	Q741182
Q676947	Q21084473	Q3337705	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q6838584	Q21084473	Q751675	Q76382	2015-05-08	Q3586935	2017-05-03	Q741182
Q688913	Q21084473	Q3133809	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q689041	Q21084473	Q874921	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q689166	Q21084473	Q873637	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q689239	Q21084473	Q3336720	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q689287	Q21084473	Q1077506	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q689348	Q21084473	Q3302057	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q689421	Q21084473	Q3336866	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q689452	Q21084473	Q1077825	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q689514	Q21084473	Q1032268	Q10658	2015-05-08	Q3586935	2017-05-03	Q741182
Q689546	Q21084473	Q3336201	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q689589	Q21084473	Q581697	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q689627	Q21084473	Q1080330	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q689660	Q21084473	Q3334633	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
Q691064	Q21084473	Q988288	Q9630	2015-05-08	Q3586935	2017-01-23	Q796919
Q691299	Q21084473	Q988495	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q691388	Q21084473	Q1051003	Q9630	2015-05-08	Q3586935	2016-03-24	Q796919
Q692315	Q21084473	Q1031497	Q9626	2015-05-08	Q3586935	2017-05-03	Q741182
Q694639	Q21084473	Q874256	Q9630	2015-05-08	Q3586935	2017-05-03	Q741182
