?item	?itemLabel	?term	?termLabel	?constituency	?constituencyLabel	?party	?partyLabel	?start	?election	?electionLabel	?end	?cause	?causeLabel
<http://www.wikidata.org/entity/Q1116655>	"Alex Maskey"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q4882350>	"Belfast West"@en	<http://www.wikidata.org/entity/Q76382>	"Sinn Féin"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q13586248>	"Máirtín Ó Muilleoir"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q4882329>	"Belfast South"@en	<http://www.wikidata.org/entity/Q76382>	"Sinn Féin"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q15054230>	"Ian Milne"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q6841031>	"Mid Ulster"@en	<http://www.wikidata.org/entity/Q76382>	"Sinn Féin"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en	"2018-12-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q796919>	"resignation"@en
<http://www.wikidata.org/entity/Q16195114>	"David Hilditch"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q5327714>	"East Antrim"@en	<http://www.wikidata.org/entity/Q215519>	"Democratic Unionist Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q16214843>	"Paul Frew"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q7053953>	"North Antrim"@en	<http://www.wikidata.org/entity/Q215519>	"Democratic Unionist Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q17017367>	"Claire Sugden"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q5328872>	"East Londonderry"@en	<http://www.wikidata.org/entity/Q327591>	"independent politician"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q17306227>	"Nichola Mallon"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q4882308>	"Belfast North"@en	<http://www.wikidata.org/entity/Q175443>	"Social Democratic and Labour Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q20631177>	"Claire Hanna"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q4882329>	"Belfast South"@en	<http://www.wikidata.org/entity/Q175443>	"Social Democratic and Labour Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q20675966>	"Doug Beattie"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q7898475>	"Upper Bann"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q20966622>	"Gordon Lyons"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q5327714>	"East Antrim"@en	<http://www.wikidata.org/entity/Q215519>	"Democratic Unionist Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q20979148>	"Andy Allen"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q4882274>	"Belfast East"@en	<http://www.wikidata.org/entity/Q841045>	"Ulster Unionist Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q20979152>	"Gerry Carroll"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q4882350>	"Belfast West"@en	<http://www.wikidata.org/entity/Q3545406>	"People Before Profit Alliance"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q21130106>	"Gary Middleton"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q5477379>	"Foyle"@en	<http://www.wikidata.org/entity/Q215519>	"Democratic Unionist Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q2134210>	"Raymond McCartney"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q5477379>	"Foyle"@en	<http://www.wikidata.org/entity/Q76382>	"Sinn Féin"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q22006766>	"Daniel McCrossan"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q7986717>	"West Tyrone"@en	<http://www.wikidata.org/entity/Q175443>	"Social Democratic and Labour Party"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
<http://www.wikidata.org/entity/Q24052777>	"Declan Kearney"@en	<http://www.wikidata.org/entity/Q28868358>	"6th Northern Ireland Assembly"@en	<http://www.wikidata.org/entity/Q7565994>	"South Antrim"@en	<http://www.wikidata.org/entity/Q76382>	"Sinn Féin"@en	"2017-03-03T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>	<http://www.wikidata.org/entity/Q28231972>	"2017 Northern Ireland Assembly election"@en			
